,date_of_fail,product_description,country_of_origin,producer_name,reason_for_fail,results,units,reference,food_category,test_applied,holding_order_number,category   ,result/s,category,test_applied/_reason_for_fail,results/units,results_/_units.1,result,results_in_mg_per_kg
534,2020-07-17,Candy,Taiwan,Gelking Laboratories Inc,Food colour additive 165,,none,FSC 1.3.1,Surveillance,Composition,16124,,,,,,,,
535,2020-07-21,Formulated supplementary sports drink,,,Methylliberine  Unapproved Novel Food,,none,FSC 1.5.1,Surveillance,Composition,16135,,,,,,,,
536,2020-07-21,,United States of America,Simpson Laboratories,,,none,,Surveillance,Not Applied,,,,,,,,,
537,2020-08-03,Tahini,United Arab Emirates,General Trading concept,Salmonella,125.0,g,SES 05/2014,Risk,Not Applied,,,,,,,,,1250000.0
538,2020-08-03,Smoked salmon,Poland,BG Production SP Zoo,Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
539,2020-08-06,Ground black pepper,United Republic of Tanzania,Elven Agri Company Limited,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
540,2020-08-06,African birds eye chilli powder,United Republic of Tanzania,Elven Agri Company Limited,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
541,2020-08-10,Peanut candy balls,India,Malabar Natural Foods PVT LTD,Aflatoxin,0.088,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.088
542,2020-08-11,Maldive fish chips,India,Gowrie Exports & Imports,Histamine,606.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,606.0
543,2020-08-19,Kashmiri chilli powder,India,Grandmas Food Products,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
544,2020-08-19,Unseasoned whole crayfish,China,Hubei Laker Agricultural Technology Development Co Ltd,Listeria,125.0,g,CRU 03/2019,Risk,Not Applied,,,,,,,,,1250000.0
545,2020-08-20,Pistachio kernels,Islamic Replubic of Iran,Negin Tejarat Anahita Company (Iran),Aflatoxin,2.908,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,2.908
546,2020-08-20,Hot tapioca chips,Malaysia,Bangara Enterprise (Malaysia),Hydrocyanic acid,30.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,30.0
547,2020-08-20,Dried fish seer,Sri Lanka,Derana Marketing Services Pvt,Histamine,670.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,670.0
548,2020-08-28,Sesame tahini,Eqypt,Arabesq General Trading & Export,Salmonella,125.0,g,SES 05/2014,Risk,Not Applied,,,,,,,,,1250000.0
549,2020-08-28,Dried balaya tuna,Sri Lanka,D & R Exports Pvt Ltd,Histamine,600.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,600.0
550,2020-08-28,Peanut,China,Three Squirrels Food Co Ltd,Aflatoxin,0.223,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.223
551,2020-08-11,Manii moto original (peanuts),Colombia,C & B Group,Additive BHT (antioxidant),,none,FSC 1.3.1,Surveillance,Composition,n/a1,,,,,,,,
552,2020-08-11,Manii moto mixes chocolate (peanut),Colombia,C & B Group,Additive BHT (antioxidant),,none,FSC 1.3.1,Surveillance,Composition,n/a1,,,,,,,,
553,2020-08-11,Manii moto mixes lemon (peanut),Colombia,C & B Group,Additive BHT (antioxidant),,none,FSC 1.3.1,Surveillance,Composition,n/a1,,,,,,,,
554,2020-08-14,Red chilli (frozen),Vietnam,Nam Hai Company Ltd,Hexaconazole ,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,n/a1,,,,,,,,
555,2020-07-17,Dambala wing beans (frozen),Sri Lanka,Consolidated Business Systems Limited,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16115,,,,,,,,
556,2020-07-28,Cherry flavoured bubblegum,South Africa,Mondelez South Africa Proprietry Limited,Additive E127,,none,FSC 1.3.1,Surveillance,Composition,16158,,,,,,,,
557,2020-07-29,Mukhvas (mouth freshener),India,Dev Exports,"Areca catechu
 (Betel nut)",,none,FSC 1.4.4,Surveillance,Composition,16172,,,,,,,,
558,2020-07-31,Hot bean curd preserved,Taiwan,Yuhming Limited Company,Bacillus cereus,,cfu/g,Imported Food control Act section 3(2),Surveillance,Bacillis cereus,16178,,,,,,,,
559,2020-07-31,Chopped spinach  palak,India,Rutu Agro Food Cold Storage,Acephate,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16180,,,,,,,,
560,2020-07-31,Chopped spinach  palak,India,Rutu Agro Food Cold Storage,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16180,,,,,,,,
561,2020-07-31,Chopped spinach  palak,India,Rutu Agro Food Cold Storage,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16180,,,,,,,,
562,2020-07-31,Lychee fruit (fresh),Vietnam,T & A VN Import Export Company Limited,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16181,,,,,,,,
563,2020-07-31,Lychee fruit (fresh),Vietnam,T & A VN Import Export Company Limited,Cypermethrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16181,,,,,,,,
564,2020-07-31,Lychee fruit (fresh),Vietnam,T & A VN Import Export Company Limited,Difenoconazole,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16181,,,,,,,,
565,2020-07-31,Lychee fruit (fresh),Vietnam,T & A VN Import Export Company Limited,Permethrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16181,,,,,,,,
566,2020-08-03,Crab meat,Vietnam,Saigon Aquatic Products Trading Joint Stock Company DL769,Nitrofurazone,,mg/kg,FSC 1.4.2,Surveillance,Chemical,16190,,,,,,,,
567,2020-08-05,Poojafal whole  Betel nut,India,Jay Keshav Exp Pvt Ltd,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,16212,,,,,,,,
568,2020-08-05,Poojafal slices  Betel nut,India,Jay Keshav Exp Pvt Ltd,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,16212,,,,,,,,
569,2020-08-05,Poojafal Tukda Betel nut,India,Jay Keshav Exp Pvt Ltd,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,16212,,,,,,,,
570,2020-08-05,Banarsi mitha pan  mouth freshener with betel nut,India,Jay Keshav Exp Pvt Ltd,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,16224,,,,,,,,
571,2020-08-05,Original Chips Ahoy Cereal,United States,Smart & Final (USA),Calcium pantothenate (Vitamin B5),,none,FSC 1.3.2,Surveillance,Composition,16208,,,,,,,,
572,2020-08-05,Fruity pebbles sweetened rice cereal natural & artificial fruit flavour,United States,Smart & Final (USA),Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,16208,,,,,,,,
573,2020-08-05,Golden crisp sweetened puffed wheat cereal,United States,Smart & Final (USA),Calcium pantothenate (Vitamin B5),,none,FSC 1.3.2,Surveillance,Composition,16208,,,,,,,,
574,2020-08-05,Fermented bean curd,China,Kaiping Guanghe Fermented Bean Curd Ltd,Bacillus cereus,,cfu/g,Imported Food Control Act section 3(2),Surveillance,Bacillus cereus,Holding order match 13975,,,,,,,,
575,2020-08-06,Smoked catfish pieces,Thailand,Speed General Trading Co Ltd,Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Chemical,Holding order match 15220,,,,,,,,
576,2020-08-07,Betel nut,Myanmar,City Winner Co Ltd,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,16227,,,,,,,,
577,2020-08-07,Hawthorn (dried),China,Hong Kong Top Gold International Trading Co Limited,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16213,,,,,,,,
578,2020-08-11,Jute leaves,Philippines,Kaelen Phils Inc,Profenofos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 14131,,,,,,,,
579,2020-08-11,Jute leaves,Philippines,Kaelen Phils Inc,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 14131,,,,,,,,
580,2020-08-11,Frosted flakes of corn,United States,Kellogg Company,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,16209,,,,,,,,
581,2020-08-11,Natural flavoured honey nut cheerios made with real honey,United States,Smart & Final (USA),Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,16210,,,,,,,,
582,2020-08-11,Season rice yellow rice,United States,Smart & Final (USA),Niacin,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
583,2020-08-11,Season rice yellow rice,United States,Smart & Final (USA),Iron,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
584,2020-08-11,Season rice yellow rice,United States,Smart & Final (USA),Thiamine,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
585,2020-08-11,Dirty rice long grain mix with vegetable spices,United States,Smart & Final (USA),Iron,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
586,2020-08-11,Dirty rice long grain mix with vegetable spices,United States,Smart & Final (USA),Niacin,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
587,2020-08-11,Dirty rice long grain mix with vegetable spices,United States,Smart & Final (USA),Thiamine,,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
588,2020-08-11,Dirty rice long grain mix with vegetable spices,United States,Smart & Final (USA),"Thiamine
mononitrate
",,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
589,2020-08-11,Dirty rice long grain mix with vegetable spices,United States,Smart & Final (USA),"Folic acid
",,none,FSC 1.3.2,Surveillance,Composition,16211,,,,,,,,
590,2020-08-11,Sweet preserved dried plums retail,China,"Guandong Farmers Grange Food Industry Co., Ltd",Additive Sodium benzoate,,none,FSC 1.3.2,Surveillance,Composition,16235,,,,,,,,
591,2020-08-11,Salty preserved dried plums retail,China,"Guandong Farmers Grange Food Industry Co., Ltd",Additive Sodium benzoate,,none,FSC 1.3.2,Surveillance,Composition,16235,,,,,,,,
592,2020-08-11,Preserved orange peel,China,"Guandong Farmers Grange Food Industry Co., Ltd",Additive Sodium benzoate,,none,FSC 1.3.2,Surveillance,Composition,16235,,,,,,,,
593,2020-08-14,Chinese donghui bayberry (Myrica rubra),China,Linhai Monhong,Cyhalothrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16261,,,,,,,,
594,2020-08-14,Chinese donghui bayberry (Myrica rubra),China,Linhai Monhong,Difenoconazole,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16261,,,,,,,,
595,2020-08-19,Golden Morn Maize & Soya Protein  Nutritious family cereal.,Nigeria,Nestle Nigeria,Pantothenic acid,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 15076,,,,,,,,
596,2020-08-19,Bang cotton candy drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
597,2020-08-19,Bang cherry blade lemon drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
598,2020-08-19,Bang purple guava pear drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
599,2020-08-19,Bang sour heads drinks,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
600,2020-08-19,Bang blue razz drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
601,2020-08-19,Bang star blast drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
602,2020-08-19,Bang black cherry vanilla drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
603,2020-08-19,Bang peach mango drink,United States,Vital Pharmaceuticals Inc,Caffeine,630.0,mg/l,FSC 2.6.4,Surveillance,Composition,Holding order match 14945,,,,,,,,630.0
604,2020-08-19,Tipi tip cheesy,Sri Lanka,Uswatte Confectionery,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,16267,,,,,,,,
605,2020-08-21,Gluten free corn flakes,Italy,Dr Schar Ag/Spa,Pantothenic acid,,none,FSC 1.3.2,Surveillance,Composition,Holding Order match 16081,,,,,,,,
606,2020-08-21,Gluten free corn flakes,Italy,Dr Schar Ag/Spa, Biotin ,,none,FSC 1.3.2,Surveillance,Composition,Holding Order match 16081,,,,,,,,
607,2020-08-21,Gluten free corn flakes,Italy,Dr Schar Ag/Spa,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,Holding Order match 16081,,,,,,,,
608,2020-08-21,Bake Time Marble Cake Slices,Pakistan,Hilal Foods,Additive Sodium benzoate,,none,FSC 1.3.1,Surveillance,Composition,Holding Order match 14072,,,,,,,,
609,2020-08-21,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,69.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,69.0
610,2020-08-27,Frozen cooked crawfish tail,China,Guolian Yiyang Food Co Ltd,Listeria,,none,CRU 03/2019,Risk,Not Applied,,,,,,,,,
611,2020-08-27,Frozen cooked crawfish tail,China,Guolian Yiyang Food Co Ltd,Standard Plate Count,,mg/kg,CRU 03/2019,Risk,Not Applied,,,,,,,,,
612,2020-08-31,Masala Peanuts,India,Frumar Marketing Pty,Aflatoxin,0.035,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.035
613,2020-09-02,Masala sing bhujiya,India,Kartik Enterprise,Aflatoxin,0.07,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.07
614,2020-09-03,Tapioca chips,India,Topper Export,Hydrocyanic acid,17.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,17.0
615,2020-09-03,Tapioca chips spicy,India,Topper Export,Hydrocyanic acid,42.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,42.0
616,2020-09-03,Tapioca chips sticks,India,Topper Export,Hydrocyanic acid,43.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,43.0
617,2020-09-03,Dried anchovy,Vietnam,Saky Foods Company Limited,Histamine,251.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,251.0
618,2020-09-03,Bamboo clam,Indonesia,Pt Mina Jaya Wysia,E. coli,,mg/kg,MOL 04/2017,Risk,Not Applied,,,,,,,,,
619,2020-09-03,Dried anchovy,Vietnam,Taviuc Co Ltd,Histamine,256.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,256.0
620,2020-09-04,Canned nori peanut,China,Ningbo Haishu Jianfeng,Aflatoxin,0.047,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.047
621,2020-09-07,Tasty spicy coated peanuts,India,Bikanervala Foods,Aflatoxin,0.033,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.033
622,2020-09-07,White clam (whole),Vietnam,Dong Phuong Seafood Company Ltd,E. coli,,mpn/g,MOL 04/2017,Risk,Not Applied,,,,,,,,,
623,2020-09-09,Monamon dills salted anchovies,Philippines,Century Pacific Food Inc,Histamine,570.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,570.0
624,2020-09-10,Seaweed,China,Fuzhou Hailin Food Co Limited,Iodine,2600.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,2600.0
625,2020-09-10,Seaweed,China,Fuzhou Hailin Food Co Limited,Iodine,1200.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,1200.0
626,2020-09-10,Seaweed,China,Fuzhou Hailin Food Co Limited,Iodine,3500.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3500.0
627,2020-09-11,Fermented salted fish,Philippines,Fitrite Incorporated (Philippines),Histamine,242.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,242.0
628,2020-09-16,Nut cracker (spicy coated fried peanut),India,Haldirams Snacks,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,
629,2020-09-17,Dry anchovy,Myanmar,City Winner Co Ltd,Histamine,1000.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,1000.0
630,2020-09-17,Frozen baby clam meat,Vietnam,Hop Tan Seafood Corporation,E. coli,,mpn/g,MOL 04/2017,Risk,Not Applied,,,,,,,,,
631,2020-09-21,Freshwater dried fish (Stolothrissa Tanganicae),United Republic of Tanzania,FJB fish,Histamine,260.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,260.0
632,2020-09-21,Organic toasted coconut flakes,Sri Lanka,Sanmick Food Pty Ltd,Salmonella,250.0,g,SES 05/2014,Risk,Not Applied,,,,,,,,,2500000.0
633,2020-09-21,Mari Sing bhujiya,India,Kartik Enterprise,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,
634,2020-09-23,Tasty spicy coated peanuts,India,Haldirams Snacks,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,
635,2020-09-29,Cassava chips,Sri Lanka,Lakrasa Food,Hydrocyanic acid,29.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,29.0
636,2020-08-24,Okra - small,Eqypt,Givrex Robert Mansour & Co,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,16296,,,,,,,,
637,2020-08-28,"Frozen soft, shell crab",Myanmar,Gallant Ocean Trading Co Ltd,Nitrofurazone,,mg/kg,FSC 1.4.2,Surveillance,Chemical,Holding order match 15631,,,,,,,,
638,2020-08-28,"Wheat flour, pre- cooked",Sri Lanka,D&R Exports Pvt Ltd,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,16307,,,,,,,,
639,2020-08-28,Fermented bean curd,Vietnam,Tyh Import Export Service,Bacillus cereus,,cfu/g,Imported Food Control Act section 3 (2),Surveillance,Bacillus cereus,16302,,,,,,,,
640,2020-09-02,Wild raw (rue),Islamic Replubic of Iran,Farhad Golestan,Wild rue  Peganum harmala,,none,FSC 1.4.4,Surveillance,Composition,16314,,,,,,,,
641,2020-09-03,Betel nut,Myanmar,City Winner,Areca catechu,,none,FSC 1.4.4,Surveillance,Composition,16321,,,,,,,,
642,2020-09-09,Shred max super strength fat burner drink,United States,Florida Alternative Medicine &Weight Loss,L-Theanine,,none,FSC 2.9.4,Surveillance,Composition,16327,,,,,,,,
643,2020-09-09,Shred max super strength fat burner drink,United States,Florida Alternative Medicine &Weight Loss,Caffeine,,none,FSC 1.1.1,Surveillance,Composition,16327,,,,,,,,
644,2020-09-10,Gum (black),Japan,Lotte Co Ltd,Additive Gardenia blue 165,,none,FSC 1.3.1,Surveillance,Composition,16328,,,,,,,,
645,2020-09-10,Plenny shake chocolate,Netherlands,Jimmy Joy,Vitamins B5,,none,FSC 2.9.3,Surveillance,Composition,16343,,,,,,,,
646,2020-09-10,Plenny shake strawberry,Netherlands,Jimmy Joy,Vitamins B5,,none,FSC 2.9.3,Surveillance,Composition,16343,,,,,,,,
647,2020-09-10,Plenny shake banana,Netherlands,Jimmy Joy,Vitamins B5,,none,FSC 2.9.3,Surveillance,Composition,16343,,,,,,,,
648,2020-09-10,Plenny shake vanilla,Netherlands,Jimmy Joy,Vitamins B5,,none,FSC 2.9.3,Surveillance,Composition,16343,,,,,,,,
649,2020-09-17,Raze energy watermelon sports drink,United States,Repp Sports,Caffeine,,mg/l,FSC 2.6.4,Surveillance,Composition,16380,,,,,,,,
650,2020-09-17,Raze energy lime sports drink,United States,Repp Sports,Caffeine,,mg/l,FSC 2.6.4,Surveillance,Composition,16380,,,,,,,,
651,2020-09-17,Raze energy voodoo sports drink,United States,Repp Sports,Caffeine,,mg/l,FSC 2.6.4,Surveillance,Composition,16380,,,,,,,,
652,2020-09-17,Raze energy guava mango sports drink,United States,Repp Sports,Caffeine,,mg/l,FSC 2.6.4,Surveillance,Composition,16380,,,,,,,,
653,2020-09-14,Assorted fruit,China,Holly Food Co Ltd,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,16342,,,,,,,,
654,2020-09-29,Tasty peanuts,India,Euro India Fresh Foods Pvt Ltd,Aflatoxin,0.155,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.155
655,2020-09-29,Halawa (plain),Lebanon,Sonaco (Lebanon),Salmonella,125.0,g,SES 05/2014,Risk,Not Applied,,,,,,,,,1250000.0
656,2020-10-05,Frozen white clams,Vietnam,Viet Hung Agricultural Products and Foodstuffs JSC,E. coli,,mpn/g,MOL 04/2017,Risk,Not Applied,,,,,,,,,
657,2020-10-07,Red chilli powder (extra hot),India,Synthite Industries Private Limited,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
658,2020-10-07,Frozen mackerel fillet,China,"Dalian Chengxin Seafood Co.,Ltd",Histamine,2300.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,2300.0
659,2020-10-09,Seaweed powder (Kelp),Japan,Harvest Co Ltd,Iodine,3630.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3630.0
660,2020-10-09,Spanish mackerel steaks,Indonesia,PT. Tridaya Jaya Manunggal,Histamine,371.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,371.0
661,2020-10-09,Sweet Peanuts,India,Multigrain Food Pvt Ltd,Aflatoxin,0.043,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.043
662,2020-10-12,Chilli powder,India,Sudjir Sheth,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
663,2020-10-12,Cooked Prawn Meat,Vietnam,"Thanh Thuy Co., Ltd",Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
664,2020-10-15,Kelp powder,India,Sunhae Marine,Iodine,5300.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,5300.0
665,2020-10-16,Frozen whole white clams,Vietnam,Godaco Seafood J.S.C,E. coli,,mpn/g,MOL 04/2017,Risk,Not Applied,,,,,,,,,
666,2020-10-16,Red chilli powder,India,Synthite Industries Private Limited,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
667,2020-10-16,,,,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
668,2020-10-16,Dried shaved bonito,Japan,Kaneshichi Co Ltd,Histamine,340.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,340.0
669,2020-10-21,Fried and seasoned crab,Republic of Korea,Greenwell Food Co Ltd (Namdoo Food Co Ltd),Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
670,2020-10-21,Tapioca stick masala chips,India,Anupam Foods and Enterprises,Hydrocyanic acid,14.0,mg/kg,CAS 09/2019,Risk,Not Applied,,,,,,,,,14.0
671,2020-10-22,Peanut Gajjak,India,Bikanervala Foods,Aflatoxin,0.024,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.024
672,2020-10-27,Barbecue cracker nuts,Philippines,Food Industries,Aflatoxin,0.225,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.225
673,2020-10-30,Coated Peanuts,Indonesia,PT Selaras Jaya Aneka Globalindo,Aflatoxin,0.014,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.014
674,2020-09-25,Betel nut  mouth freshener,United Arab Emirates,Trident Exports Middle East FZE,"Areca catechu
(Betel nut",,n/a,FSC 1.4.4,Surveillance,Composition,16382,,,,,,,,
675,2020-09-25,Olives,Greece,I & G Higas  S Geordgiadis SNC,Additive; colour 127,,n/a,FSC 1.3.1,Surveillance,Composition,16388,,,,,,,,
676,2020-09-29,Mixed fruit jam,India,Dorsal Expoventure Private Limited,Vitamin B3,,n/a,FSC 1.3.2,Surveillance,Composition,"HO
match 
15671",,,,,,,,
677,2020-10-02,Cream crackers,Sri Lanka,Cargills Quality Confectioneries Pvt Ltd,Vitamin K1,,n/a,FSC 1.3.2,Surveillance,Composition,"HO
match 
16269",,,,,,,,
678,2020-10-02,Cheese cutz crispy & cheesy crackers,Sri Lanka,Cargills Quality Confectioneries Pvt Ltd,Vitamin K1,,n/a,FSC 1.3.2,Surveillance,Composition,"HO
match 
16269",,,,,,,,
679,2020-10-06,Breakfast cereal,Portugal,A Tremoceira Estrela Da Piedade Lda,Pantothenic acid,,n/a,FSC 1.3.2,Surveillance,Composition,16397,,,,,,,,
680,2020-10-06,Breakfast cereal,Portugal,A Tremoceira Estrela Da Piedade Lda,Vitamin B6,,n/a,FSC 1.3.2,Surveillance,Composition,16397,,,,,,,,
681,2020-10-07,Pitted red dates,China,Micson Food Processing,Cypermethrin,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen ,HO match 14318,,,,,,,,
